role,source,path,exists,size_bytes,sha256
direct_evidence_artifact,default_main_chain,06_analysis/paper_tables/marl/p10_paired_significance_primary/primary_paired_sign_tests.csv,True,6689,1895e06c2f80c37be90963a19a27500e28946a720e1d8abf863cba8f8abc7087
direct_evidence_artifact,default_main_chain,06_analysis/paper_tables/marl/p10_paired_significance_primary/source_file_hashes.csv,True,373,39971b5a6235a83ca45a890980eab4fd7dd6a01c5c5d244525d73946564dab4f
direct_evidence_artifact,default_main_chain,06_analysis/paper_tables/marl/p10_raw_bundle_archive/manifest.json,True,12927,38f0e6ba72a65df4fca2ce527d03579c61f4777452ad294a7e7d953ca1ebf8c2
direct_evidence_artifact,default_main_chain,06_analysis/paper_tables/marl/p10_raw_bundle_archive/phase10_raw_bundle_inventory.csv,True,8569,008f71468d4b1303d60bf505848bf6351b3e1fd546a240f154abf03e3f64582b
direct_evidence_artifact,default_main_chain,06_analysis/paper_tables/marl/p10_raw_bundle_archive/README.md,True,413,00981cb00a669289f63907a506a0ce6ea07e00dd3f053927a804a847c0ba63d0
direct_evidence_artifact,default_main_chain,06_analysis/paper_tables/research_goal_coverage_audit/claim_risk_register.csv,True,425,6f079a7001509493cae1142b67e9c2b051f17ce260107a57f08abd4ff12e375a
direct_evidence_artifact,default_main_chain,06_analysis/paper_tables/research_goal_coverage_audit/evidence_inventory.csv,True,2419,23b9e4d8d6bb5fc3b97ce1fac9a2d7a21fcda1ca68dc30ccde7b0818fd68ab68
direct_evidence_artifact,default_main_chain,06_analysis/paper_tables/research_goal_coverage_audit/manifest.json,True,4091,ca506e190f173bf31eda32d707bbf4b0b8b3eb927b6c71ceaf3d341a1c40e2ca
direct_evidence_artifact,default_main_chain,06_analysis/paper_tables/research_goal_coverage_audit/raw_bundle_trace_status.csv,True,8569,008f71468d4b1303d60bf505848bf6351b3e1fd546a240f154abf03e3f64582b
direct_evidence_artifact,default_main_chain,06_analysis/paper_tables/research_goal_coverage_audit/README.md,True,660,073855d57e3a3aa4d7173041580fc9197b54d46ff52bd540588fee4ee358848b
direct_evidence_artifact,default_main_chain,06_analysis/paper_tables/research_goal_coverage_audit/requirement_coverage.csv,True,10327,48a8302bf3a0870239d3fca4bec5ede1707205f3553cc77087a81b7301865291
direct_evidence_artifact,default_main_chain,06_analysis/paper_tables/submission_claim_strength_audit/claim_boundary_checks.csv,True,11284,ea7fbafd0f8ac2d8efebe21c39806d903d19e1464d871dc830f70648d82b8f3b
direct_evidence_artifact,default_main_chain,06_analysis/paper_tables/submission_claim_strength_audit/manifest.json,True,1770,82e3a2ef6d63362d900240dbd1ede0f1931537e7183018e2e88b441339032dfb
direct_evidence_artifact,default_main_chain,06_analysis/paper_tables/submission_claim_strength_audit/README.md,True,508,8c10c9181317260c72e44b3336f61573648af52ebf13bea3f3d080f684218087
direct_evidence_artifact,default_main_chain,06_analysis/paper_tables/submission_claim_strength_audit/risk_phrase_hits.csv,True,34353,577c98c1a3c9727758e152a3b6ab94651005aba127a86bf723b9c1b54d24732f
direct_evidence_artifact,default_main_chain,06_analysis/phase10_independent_rerun_validation_20260707.md,True,1832,9caa6d386546ba937406bb22f51f198dfc4cfd6a5b3d7106eb3a27d3244e5c62
direct_evidence_artifact,default_main_chain,06_analysis/phase10_learned_claim_boundary_audit_20260707.md,True,3435,68b1291da91cab5e2e5bcac2084309c909737a115f99e7485df9e817c5c58996
direct_evidence_artifact,default_main_chain,06_analysis/phase10_learned_component_ablation_report_20260707.md,True,2600,cb9a402b635910429fa2cc3f478027d39e9c4a55e7af811d2a22f208f5100151
direct_evidence_artifact,default_main_chain,06_analysis/phase10_paired_significance_report_20260707.md,True,4911,e87765cc123acb4f602310a7b006f60f7cea17e12e95d8defb06a65449513cc1
direct_evidence_artifact,default_main_chain,06_analysis/phase10_raw_bundle_archive_report_20260707.md,True,914,7ac490a3179edb15ec8dd2859f620619f5d143768f896d02c0e746dded26f262
direct_evidence_artifact,default_main_chain,06_analysis/phase10_statistical_validation_report_20260707.md,True,10189,42adb7ee11d9cc117153fe6f3b630c701ce40ddec91e28cc56f00a66263f0e84
direct_evidence_artifact,default_main_chain,06_analysis/range_abstraction_theory_note_20260707.md,True,3469,93474477fc135c4008c30d99676fe8e8cd8f8f3282944afbda9019f363f03c8b
direct_evidence_artifact,default_main_chain,06_analysis/research_goal_coverage_audit_20260707.md,True,5153,ce54ed069b3cabb397596906391f45dd0e18b9cd38ad78a1fad050486e74559a
direct_evidence_artifact,default_main_chain,06_analysis/scripts/build_manuscript_artifact_manifest.py,True,13366,8109b78ab0340c553665045bfa54bacffdfb4ab76ec1ed3de23ef3bf2878602c
direct_evidence_artifact,default_main_chain,06_analysis/scripts/build_phase10_independent_rerun_validation.py,True,11957,9d6fa26714de429c45c727a0259ae63f26d62996456292f465eb9ea27a7d78eb
direct_evidence_artifact,default_main_chain,06_analysis/scripts/build_phase10_learned_claim_boundary_audit.py,True,20846,c7740d5b52468f3f0411859a8a42de707f663109d597be5f8ba551914a28fc50
direct_evidence_artifact,default_main_chain,06_analysis/scripts/build_phase10_learned_component_ablation.py,True,17208,df11dae093229327b920cfff6a97cdd68b60b2c6a46dce3501ffcb09007e8da1
direct_evidence_artifact,default_main_chain,06_analysis/scripts/build_phase10_method_manifest_trace.py,True,10601,b5c88b438c5cc025044ab11e35daa896aafd12c2aa98d0a82ec4b2d3d31d1d6b
direct_evidence_artifact,default_main_chain,06_analysis/scripts/build_phase10_paired_significance.py,True,19364,05522d595c846c70d74c84a4b44cf048053faedde7ee3facc3276cffe3bee4d0
direct_evidence_artifact,default_main_chain,06_analysis/scripts/build_phase10_raw_bundle_manifest.py,True,9476,0e9c2d256dd74520fd3b21305cc85ea60b15d583e1fd2568a9fb88af465ceac0
direct_evidence_artifact,default_main_chain,06_analysis/scripts/build_research_goal_coverage_audit.py,True,41942,5bb0abb81abab531c1ccda5ee55acb5f62507f0a74a112721f9277eb2f1b341c
direct_evidence_artifact,default_main_chain,06_analysis/scripts/build_submission_claim_strength_audit.py,True,19441,d50efdbb2230e96761e4b1fa1f653f28b74f8b20d2294b621065b9a62a15330a
direct_evidence_artifact,default_main_chain,06_analysis/submission_claim_strength_audit_20260707.md,True,1660,5fa4939d2dd2201cb265fc64480161202dc1e275d1da23b12706875798b1f084
direct_evidence_artifact,default_main_chain,06_analysis/submission_readiness_review_20260707.md,True,4946,830fe9d7bb872346b60e1bee3ae8294731df4045a79d322de8d609082d06612a
direct_evidence_artifact,default_main_chain,07_paper/ieee_twc_isac_nd/main.tex,True,44807,635cf118069a0c40133a6315da259d6bb0a9f3428538be021dee40fb8b354849
direct_evidence_artifact,default_main_chain,07_paper/ieee_twc_isac_nd/README.md,True,4138,185173d4085fdd81959993e09fcd59c1bfd1d0a255c94ad10517a25f491293fa
direct_evidence_artifact,default_main_chain,07_paper/ieee_twc_isac_nd/references.bib,True,8550,1733df11df452ead087b7debe6aa60417ecdb17e1f75c7a0efc7575e6c2c10c5
direct_evidence_artifact,default_main_chain,07_paper/ieee_twc_isac_nd/supplement.tex,True,41675,0056515b4b84991d2ea5547ef02e7b00335bddeee2ae3afdb36da65f578331ed
manifest_reference,C:/Users/沈高青/Documents/通感一体化辅助的窄波束邻居发现方法研究/06_analysis/paper_tables/marl/p10_independent_rerun_gate31_b10_validation/manifest.json:manifest.config,05_simulation/configs/paper_transfer_train_n10_b10_singlehop.yaml,True,2152,d2d30d656f4502aa8fbc1f02845262e28e2d578077d08752a069d85abfed8beb
manifest_reference,C:/Users/沈高青/Documents/通感一体化辅助的窄波束邻居发现方法研究/06_analysis/paper_tables/marl/p10_raw_bundle_archive/manifest.json:raw_files[28].path,05_simulation/results_raw/marl_campaign/p10_adaptive_gate_v2/train/train_n10_b10_adaptive_gated_contention_actor_100ep_300slot_seed20260741/manifest.json,True,5114,0fc3dfbe4a1a7ae72bf942c04391a13a728e3ec331964a90f01551d4514fd349
manifest_reference,C:/Users/沈高青/Documents/通感一体化辅助的窄波束邻居发现方法研究/06_analysis/paper_tables/marl/p10_raw_bundle_archive/manifest.json:raw_files[8].path,05_simulation/results_raw/marl_campaign/p10_adaptive_gate_v2_n100/b10/manifest.json,True,3304,eeb84c68d305c57838a0f85688b662c6707802df629ae3edaf2c08f3de8e84fb
manifest_reference,C:/Users/沈高青/Documents/通感一体化辅助的窄波束邻居发现方法研究/06_analysis/paper_tables/marl/p10_raw_bundle_archive/manifest.json:raw_files[9].path,05_simulation/results_raw/marl_campaign/p10_adaptive_gate_v2_n100/b15/manifest.json,True,3299,866440ec228f7c0d9861ddafe4b150a261e3f0425aa0e3266345cb74a9cce991
manifest_reference,C:/Users/沈高青/Documents/通感一体化辅助的窄波束邻居发现方法研究/06_analysis/paper_tables/marl/p10_raw_bundle_archive/manifest.json:raw_files[29].path,05_simulation/results_raw/marl_campaign/p10_balanced_gate_v4/train_seed20260743/manifest.json,True,5094,571ad9c80dab7321244c5d90c67083c9850133a34fade82e448d1a6c230706d1
manifest_reference,C:/Users/沈高青/Documents/通感一体化辅助的窄波束邻居发现方法研究/06_analysis/paper_tables/marl/p10_raw_bundle_archive/manifest.json:raw_files[30].path,05_simulation/results_raw/marl_campaign/p10_balanced_gate_v4/train_seed20260744/manifest.json,True,5096,7f8f8a0b90fa5152f7f3833dad994d011c4d752ce94dfc467939f4a7b041a45b
manifest_reference,C:/Users/沈高青/Documents/通感一体化辅助的窄波束邻居发现方法研究/06_analysis/paper_tables/marl/p10_raw_bundle_archive/manifest.json:raw_files[10].path,05_simulation/results_raw/marl_campaign/p10_balanced_gate_v4_n100/seed20260743_b10/manifest.json,True,3272,977e2adc9db3d2a1b79878106e42f820a5a7472bd2f6489a9a68523b535836ee
manifest_reference,C:/Users/沈高青/Documents/通感一体化辅助的窄波束邻居发现方法研究/06_analysis/paper_tables/marl/p10_raw_bundle_archive/manifest.json:raw_files[11].path,05_simulation/results_raw/marl_campaign/p10_balanced_gate_v4_n100/seed20260743_b15/manifest.json,True,3273,ab99f92218f1a8819d3537f5bacd5f6185cefcb9b9e34c9ab51830b3afacb096
manifest_reference,C:/Users/沈高青/Documents/通感一体化辅助的窄波束邻居发现方法研究/06_analysis/paper_tables/marl/p10_raw_bundle_archive/manifest.json:raw_files[12].path,05_simulation/results_raw/marl_campaign/p10_balanced_gate_v4_n100/seed20260744_b10/manifest.json,True,3273,03baa010cb84205f7de483c3030f1bd790132e2e8d84f712f5de5a534c7d081f
manifest_reference,C:/Users/沈高青/Documents/通感一体化辅助的窄波束邻居发现方法研究/06_analysis/paper_tables/marl/p10_raw_bundle_archive/manifest.json:raw_files[13].path,05_simulation/results_raw/marl_campaign/p10_balanced_gate_v4_n100/seed20260744_b15/manifest.json,True,3268,7981a6fc9f835810272948c00d472aae345c9db0caaa7b692ff255e81210e74a
manifest_reference,C:/Users/沈高青/Documents/通感一体化辅助的窄波束邻居发现方法研究/06_analysis/paper_tables/marl/p10_raw_bundle_archive/manifest.json:raw_files[14].path,05_simulation/results_raw/marl_campaign/p10_gate31_n100/b10/manifest.json,True,3303,5716201e96510112e52c626d5b37700068ce9310754f8c1cf5d9de12d7c65678
manifest_reference,C:/Users/沈高青/Documents/通感一体化辅助的窄波束邻居发现方法研究/06_analysis/paper_tables/marl/p10_raw_bundle_archive/manifest.json:raw_files[15].path,05_simulation/results_raw/marl_campaign/p10_gate31_n100/b15/manifest.json,True,3310,66ce4ba8ccb62b528d3068611bf918232af6ea1ee676004b779e4043ec6636ff
manifest_reference,C:/Users/沈高青/Documents/通感一体化辅助的窄波束邻居发现方法研究/06_analysis/paper_tables/marl/p10_gate_training_3seed_100ep_step_curves/manifest.json:source_manifests[1].path,05_simulation/results_raw/marl_campaign/p10_gate_train_32_33/train/train_n10_b10_gated_contention_actor_100ep_300slot_seed20260732/manifest.json,True,5219,47cdc6cdef3ffd5e49210f2889157b5a97a4803455d7360bf6df48d42a0758bf
manifest_reference,C:/Users/沈高青/Documents/通感一体化辅助的窄波束邻居发现方法研究/06_analysis/paper_tables/marl/p10_gate_training_3seed_100ep_step_curves/manifest.json:source_manifests[2].path,05_simulation/results_raw/marl_campaign/p10_gate_train_32_33/train/train_n10_b10_gated_contention_actor_100ep_300slot_seed20260733/manifest.json,True,5150,9a4d95c50555bc3ef75adee589a05921b972e2b7d75c5bf49b27caa7ebc23491
manifest_reference,C:/Users/沈高青/Documents/通感一体化辅助的窄波束邻居发现方法研究/06_analysis/paper_tables/marl/p10_independent_rerun_gate31_b10_validation/manifest.json:manifest.files[0],05_simulation/results_raw/marl_campaign/p10_independent_rerun_gate31_b10_3000slot_10ep_seed41260731/eval_episode_metrics.csv,True,5928,b57ad0aa73086a480f7dc5678bc4b45d48172d2d3f486dab73c3e0f5549afe8c
manifest_reference,C:/Users/沈高青/Documents/通感一体化辅助的窄波束邻居发现方法研究/06_analysis/paper_tables/marl/p10_independent_rerun_gate31_b10_validation/manifest.json:manifest.files[2],05_simulation/results_raw/marl_campaign/p10_independent_rerun_gate31_b10_3000slot_10ep_seed41260731/manifest.json,True,3349,1b1013c060fcf92930ed2a78169818c8bf8fc37aad8e1305610d30a28c61e8d4
manifest_reference,C:/Users/沈高青/Documents/通感一体化辅助的窄波束邻居发现方法研究/06_analysis/paper_tables/marl/p10_independent_rerun_gate31_b10_validation/manifest.json:manifest.files[1],05_simulation/results_raw/marl_campaign/p10_independent_rerun_gate31_b10_3000slot_10ep_seed41260731/resource_log.csv,True,2577,0b8b0ed23aaa73fbb7a49ec2e43142460a75db65dee9956ea09ea60a5ffa6b73
manifest_reference,C:/Users/沈高青/Documents/通感一体化辅助的窄波束邻居发现方法研究/06_analysis/paper_tables/marl/p10_raw_bundle_archive/manifest.json:raw_files[31].path,05_simulation/results_raw/marl_campaign/p10_topology_gate_v3/train/train_n10_b10_topology_adaptive_gated_contention_actor_100ep_300slot_seed20260742/manifest.json,True,5155,486d15e0c39b708b17b273dc99d61dd9bd5156e065a9b0f07ab5de635ef05fc9
manifest_reference,C:/Users/沈高青/Documents/通感一体化辅助的窄波束邻居发现方法研究/06_analysis/paper_tables/marl/p10_raw_bundle_archive/manifest.json:raw_files[16].path,05_simulation/results_raw/marl_campaign/p10_topology_gate_v3_n100/b10/manifest.json,True,3321,23a324e56804a3e39c81ad3a3bd28a2581ecb74bca514b94343c9069218b3d5d
manifest_reference,C:/Users/沈高青/Documents/通感一体化辅助的窄波束邻居发现方法研究/06_analysis/paper_tables/marl/p10_raw_bundle_archive/manifest.json:raw_files[17].path,05_simulation/results_raw/marl_campaign/p10_topology_gate_v3_n100/b15/manifest.json,True,3333,0a0992137714ef0e9448d2ce11f0040156a7f3a8d5fd359df62b794c93d50bdf
manifest_reference,C:/Users/沈高青/Documents/通感一体化辅助的窄波束邻居发现方法研究/06_analysis/paper_tables/marl/p10_raw_bundle_archive/manifest.json:raw_files[32].path,05_simulation/results_raw/marl_campaign/phase10_gated_contention_actor_100ep_3seed/train/train_n10_b10_gated_contention_actor_100ep_300slot_seed20260731/manifest.json,True,5192,8b96601683c5496b9c1b297219f704fa8dfec7bd82c32cdd66ad661d866cefe0
manifest_reference,C:/Users/沈高青/Documents/通感一体化辅助的窄波束邻居发现方法研究/06_analysis/paper_tables/marl/p10_raw_bundle_archive/manifest.json:raw_files[33].path,05_simulation/results_raw/marl_campaign/phase7_contention_no_isac_strict_100ep_3seed/train/train_n10_b10_contention_no_isac_100ep_300slot_seed20260731/manifest.json,True,4892,8e031576a54a99d37188a73bdd3aa5e3fa59511119364cd260c635b2432d69ef
manifest_reference,C:/Users/沈高青/Documents/通感一体化辅助的窄波束邻居发现方法研究/06_analysis/paper_tables/marl/p10_raw_bundle_archive/manifest.json:raw_files[34].path,05_simulation/results_raw/marl_campaign/phase7_long_training_100ep_3seed/train/train_n10_b10_contention_actor_100ep_300slot_seed20260731/manifest.json,True,5165,ba56632049013689507afb00a64d49e34e543c05eb4bb9532a8ba144b395c79d
manifest_reference,C:/Users/沈高青/Documents/通感一体化辅助的窄波束邻居发现方法研究/06_analysis/paper_tables/marl/p10_raw_bundle_archive/manifest.json:raw_files[18].path,05_simulation/results_raw/marl_campaign/phase9_fiveway_n100_b10_3000slot_10ep_stoch/eval/contention_actor/contention_actor_train_n10_b10_test_n100_b10_3000slot_10ep_stoch/manifest.json,True,3421,60514b7e186bf75894b54e9a498dba9159533b89da0a7e1ed31bb07c5e22481c
manifest_reference,C:/Users/沈高青/Documents/通感一体化辅助的窄波束邻居发现方法研究/06_analysis/paper_tables/marl/p10_raw_bundle_archive/manifest.json:raw_files[19].path,05_simulation/results_raw/marl_campaign/phase9_fiveway_n100_b10_3000slot_10ep_stoch/eval/contention_no_isac/contention_no_isac_train_n10_b10_test_n100_b10_3000slot_10ep_stoch/manifest.json,True,3397,14ec3532df9a22ed2c63d81785ef1efb1a6a8c1cec27fdfd07e5303200b38542
manifest_reference,C:/Users/沈高青/Documents/通感一体化辅助的窄波束邻居发现方法研究/06_analysis/paper_tables/marl/p10_raw_bundle_archive/manifest.json:raw_files[20].path,05_simulation/results_raw/marl_campaign/phase9_fiveway_n100_b10_3000slot_10ep_stoch/eval/mappo_no_isac/mappo_no_isac_train_n10_b10_test_n100_b10_3000slot_10ep_stoch/manifest.json,True,3342,cf72fe9e0a326afbe4750e12330f0703ea0e121bb64faae787731cb887a19c03
manifest_reference,C:/Users/沈高青/Documents/通感一体化辅助的窄波束邻居发现方法研究/06_analysis/paper_tables/marl/p10_raw_bundle_archive/manifest.json:raw_files[21].path,05_simulation/results_raw/marl_campaign/phase9_fiveway_n100_b10_3000slot_10ep_stoch/eval/skyorbs_like/skyorbs_like_train_n10_b10_test_n100_b10_3000slot_10ep_stoch/manifest.json,True,2994,3bf8ff3f80a316c4cf12fd5762ea4b4276a5398de5f73338ad3db44a9bbba355
manifest_reference,C:/Users/沈高青/Documents/通感一体化辅助的窄波束邻居发现方法研究/06_analysis/paper_tables/marl/p10_raw_bundle_archive/manifest.json:raw_files[22].path,05_simulation/results_raw/marl_campaign/phase9_fiveway_n100_b10_3000slot_10ep_stoch/eval/uniform_random/uniform_random_train_n10_b10_test_n100_b10_3000slot_10ep_stoch/manifest.json,True,2993,33d8c78ccae2a67666318f90789f2f33f994c9b16a178a39a4e3225599cd89bc
manifest_reference,C:/Users/沈高青/Documents/通感一体化辅助的窄波束邻居发现方法研究/06_analysis/paper_tables/marl/p10_raw_bundle_archive/manifest.json:raw_files[23].path,05_simulation/results_raw/marl_campaign/phase9_fiveway_n100_b15_3000slot_10ep_stoch/eval/contention_actor/contention_actor_train_n10_b10_test_n100_b15_3000slot_10ep_stoch/manifest.json,True,3583,cf89ba8a631ab1244005a6dc07c35c73cf05b8dfbfa02db26f246c890f2482b0
manifest_reference,C:/Users/沈高青/Documents/通感一体化辅助的窄波束邻居发现方法研究/06_analysis/paper_tables/marl/p10_raw_bundle_archive/manifest.json:raw_files[24].path,05_simulation/results_raw/marl_campaign/phase9_fiveway_n100_b15_3000slot_10ep_stoch/eval/contention_no_isac/contention_no_isac_train_n10_b10_test_n100_b15_3000slot_10ep_stoch/manifest.json,True,3584,19a1185e55b38f6f8c2a555c615e5667e9014df919b011eb6c004a931ceeeaea
manifest_reference,C:/Users/沈高青/Documents/通感一体化辅助的窄波束邻居发现方法研究/06_analysis/paper_tables/marl/p10_raw_bundle_archive/manifest.json:raw_files[25].path,05_simulation/results_raw/marl_campaign/phase9_fiveway_n100_b15_3000slot_10ep_stoch/eval/mappo_no_isac/mappo_no_isac_train_n10_b10_test_n100_b15_3000slot_10ep_stoch/manifest.json,True,3515,76ae3f4a882d0963ced1807c8319a2efcba99a24b950cfba26b5790a20104452
manifest_reference,C:/Users/沈高青/Documents/通感一体化辅助的窄波束邻居发现方法研究/06_analysis/paper_tables/marl/p10_raw_bundle_archive/manifest.json:raw_files[26].path,05_simulation/results_raw/marl_campaign/phase9_fiveway_n100_b15_3000slot_10ep_stoch/eval/skyorbs_like/skyorbs_like_train_n10_b10_test_n100_b15_3000slot_10ep_stoch/manifest.json,True,3038,7d88826e1ce680281609df4c4d80858502d52c1fa400dac05423eb6e94559076
